Employee #,Month,Date,Time-in,Time-out,Number of Hours Attended,Hourly Rate
10017,December,12/21/2022,8:00,17:00,9.00,133.93
10018,December,12/21/2022,8:00,17:00,9.00,133.93
10019,December,12/21/2022,8:00,17:00,9.00,142.86
10020,December,12/21/2022,8:00,17:00,9.00,147.32
10021,December,12/21/2022,13:00,17:00,4.00,147.32
10022,December,12/21/2022,8:00,17:00,9.00,142.86
10023,December,12/21/2022,8:00,17:00,9.00,133.93
10024,December,12/21/2022,8:00,17:00,9.00,133.93
10025,December,12/21/2022,8:00,17:00,9.00,133.93
10001,December,12/22/2022,8:00,17:00,9.00,373.04
10002,December,12/22/2022,0:00,0:00,0.00,255.8
10003,December,12/22/2022,0:00,0:00,0.00,255.8
10004,December,12/22/2022,0:00,0:00,0.00,362.05
10005,December,12/22/2022,0:00,0:00,0.00,133.93
10006,December,12/22/2022,0:00,0:00,0.00,133.93
10007,December,12/22/2022,8:00,17:00,9.00,142.86
10008,December,12/22/2022,8:10,17:00,8.83,142.86
10009,December,12/22/2022,8:00,17:00,9.00,133.93
10010,December,12/22/2022,8:00,17:00,9.00,133.93
10011,December,12/22/2022,8:00,17:00,9.00,229.02
10012,December,12/22/2022,8:00,17:00,9.00,249.11
10013,December,12/22/2022,8:00,17:00,9.00,377.98
10014,December,12/22/2022,8:00,17:00,9.00,138.39
10015,December,12/22/2022,8:00,17:00,9.00,138.39
10016,December,12/22/2022,8:00,17:00,9.00,142.86
10017,December,12/22/2022,8:05,17:00,8.92,133.93
10018,December,12/22/2022,8:00,17:00,9.00,133.93
10019,December,12/22/2022,8:00,17:00,9.00,142.86
10020,December,12/22/2022,8:00,17:00,9.00,147.32
10021,December,12/22/2022,8:00,17:00,9.00,147.32
10022,December,12/22/2022,8:00,17:00,9.00,142.86
10023,December,12/22/2022,9:00,17:00,8.00,133.93
10024,December,12/22/2022,8:00,17:00,9.00,133.93
10025,December,12/22/2022,8:00,17:00,9.00,133.93
10001,December,12/23/2022,8:00,17:00,9.00,373.04
10002,December,12/23/2022,0:00,0:00,0.00,255.8
10003,December,12/23/2022,0:00,0:00,0.00,255.8
10004,December,12/23/2022,0:00,0:00,0.00,362.05
10005,December,12/23/2022,0:00,0:00,0.00,133.93
10006,December,12/23/2022,0:00,0:00,0.00,133.93
10007,December,12/23/2022,8:00,17:00,9.00,142.86
10008,December,12/23/2022,8:00,17:00,9.00,142.86
10009,December,12/23/2022,8:00,17:00,9.00,133.93
10010,December,12/23/2022,8:00,17:00,9.00,133.93
10011,December,12/23/2022,8:00,17:00,9.00,229.02
10012,December,12/23/2022,8:00,17:00,9.00,249.11
10013,December,12/23/2022,8:00,17:00,9.00,377.98
10014,December,12/23/2022,8:00,17:00,9.00,138.39
10015,December,12/23/2022,8:00,17:00,9.00,138.39
10016,December,12/23/2022,8:00,17:00,9.00,142.86
10017,December,12/23/2022,8:00,17:00,9.00,133.93
10018,December,12/23/2022,8:00,17:00,9.00,133.93
10019,December,12/23/2022,8:00,17:00,9.00,142.86
10020,December,12/23/2022,8:00,17:00,9.00,147.32
10021,December,12/23/2022,8:00,17:00,9.00,147.32
10022,December,12/23/2022,8:00,17:00,9.00,142.86
10023,December,12/23/2022,8:00,17:00,9.00,133.93
10024,December,12/23/2022,8:00,17:00,9.00,133.93
10025,December,12/23/2022,8:00,17:00,9.00,133.93
10001,December,12/26/2022,8:00,17:00,9.00,373.04
10002,December,12/26/2022,0:00,0:00,0.00,255.8
10003,December,12/26/2022,0:00,0:00,0.00,255.8
10004,December,12/26/2022,0:00,0:00,0.00,362.05
10005,December,12/26/2022,0:00,0:00,0.00,133.93
10006,December,12/26/2022,0:00,0:00,0.00,133.93
10007,December,12/26/2022,8:00,17:00,9.00,142.86
10008,December,12/26/2022,8:00,17:00,9.00,142.86
10009,December,12/26/2022,8:00,17:00,9.00,133.93
10010,December,12/26/2022,8:00,17:00,9.00,133.93
10011,December,12/26/2022,8:00,17:00,9.00,229.02
10012,December,12/26/2022,8:00,17:00,9.00,249.11
10013,December,12/26/2022,10:00,17:00,7.00,377.98
10014,December,12/26/2022,10:00,17:00,7.00,138.39
10015,December,12/26/2022,10:00,17:00,7.00,138.39
10016,December,12/26/2022,10:00,17:00,7.00,142.86
10017,December,12/26/2022,10:00,17:00,7.00,133.93
10018,December,12/26/2022,10:00,17:00,7.00,133.93
10019,December,12/26/2022,10:00,17:00,7.00,142.86
10020,December,12/26/2022,10:00,17:00,7.00,147.32
10021,December,12/26/2022,10:00,17:00,7.00,147.32
10022,December,12/26/2022,10:00,17:00,7.00,142.86
10023,December,12/26/2022,10:00,17:00,7.00,133.93
10024,December,12/26/2022,10:00,17:00,7.00,133.93
10025,December,12/26/2022,10:00,17:00,7.00,133.93
10001,December,12/27/2022,8:00,17:00,9.00,373.04
10002,December,12/27/2022,0:00,0:00,0.00,255.8
10003,December,12/27/2022,0:00,0:00,0.00,255.8
10004,December,12/27/2022,0:00,0:00,0.00,362.05
10005,December,12/27/2022,0:00,0:00,0.00,133.93
10006,December,12/27/2022,0:00,0:00,0.00,133.93
10007,December,12/27/2022,8:00,17:00,9.00,142.86
10008,December,12/27/2022,8:00,17:00,9.00,142.86
10009,December,12/27/2022,8:00,17:00,9.00,133.93
10010,December,12/27/2022,8:00,17:00,9.00,133.93
10011,December,12/27/2022,8:00,17:00,9.00,229.02
10012,December,12/27/2022,8:00,17:00,9.00,249.11
10013,December,12/27/2022,8:00,17:00,9.00,377.98
10014,December,12/27/2022,8:00,17:00,9.00,138.39
10015,December,12/27/2022,8:00,17:00,9.00,138.39
10016,December,12/27/2022,8:00,17:00,9.00,142.86
10017,December,12/27/2022,8:00,17:00,9.00,133.93
10018,December,12/27/2022,8:00,17:00,9.00,133.93
10019,December,12/27/2022,8:00,17:00,9.00,142.86
10020,December,12/27/2022,8:00,17:00,9.00,147.32
10021,December,12/27/2022,8:00,17:00,9.00,147.32
10022,December,12/27/2022,8:00,17:00,9.00,142.86
10023,December,12/27/2022,8:00,17:00,9.00,133.93
10024,December,12/27/2022,8:00,17:00,9.00,133.93
10025,December,12/27/2022,8:00,17:00,9.00,133.93
10001,December,12/28/2022,8:00,17:00,9.00,373.04
10002,December,12/28/2022,0:00,0:00,0.00,255.8
10003,December,12/28/2022,0:00,0:00,0.00,255.8
10004,December,12/28/2022,0:00,0:00,0.00,362.05
10005,December,12/28/2022,0:00,0:00,0.00,133.93
10006,December,12/28/2022,0:00,0:00,0.00,133.93
10007,December,12/28/2022,8:27,17:00,8.55,142.86
10008,December,12/28/2022,8:01,17:00,8.98,142.86
10009,December,12/28/2022,8:05,17:00,8.92,133.93
10010,December,12/28/2022,8:00,17:00,9.00,133.93
10011,December,12/28/2022,8:00,17:00,9.00,229.02
10012,December,12/28/2022,8:00,17:00,9.00,249.11
10013,December,12/28/2022,8:00,17:00,9.00,377.98
10014,December,12/28/2022,8:00,17:00,9.00,138.39
10015,December,12/28/2022,8:00,17:00,9.00,138.39
10016,December,12/28/2022,8:28,17:00,8.53,142.86
10017,December,12/28/2022,8:00,17:00,9.00,133.93
10018,December,12/28/2022,8:00,17:00,9.00,133.93
10019,December,12/28/2022,8:00,17:00,9.00,142.86
10020,December,12/28/2022,8:00,17:00,9.00,147.32
10021,December,12/28/2022,8:11,17:00,8.82,147.32
10022,December,12/28/2022,8:00,17:00,9.00,142.86
10023,December,12/28/2022,8:00,17:00,9.00,133.93
10024,December,12/28/2022,8:21,17:00,8.65,133.93
10025,December,12/28/2022,8:00,17:00,9.00,133.93
10001,December,12/29/2022,8:00,17:00,9.00,373.04
10002,December,12/29/2022,0:00,0:00,0.00,255.8
10003,December,12/29/2022,0:00,0:00,0.00,255.8
10004,December,12/29/2022,0:00,0:00,0.00,362.05
10005,December,12/29/2022,0:00,0:00,0.00,133.93
10006,December,12/29/2022,0:00,0:00,0.00,133.93
10007,December,12/29/2022,8:00,17:00,9.00,142.86
10008,December,12/29/2022,8:00,17:00,9.00,142.86
10009,December,12/29/2022,8:00,17:00,9.00,133.93
10010,December,12/29/2022,8:00,17:00,9.00,133.93
10011,December,12/29/2022,8:00,17:00,9.00,229.02
10012,December,12/29/2022,8:00,17:00,9.00,249.11
10013,December,12/29/2022,8:00,17:00,9.00,377.98
10014,December,12/29/2022,8:00,17:00,9.00,138.39
10015,December,12/29/2022,8:00,17:00,9.00,138.39
10016,December,12/29/2022,8:00,17:00,9.00,142.86
10017,December,12/29/2022,8:00,17:00,9.00,133.93
10018,December,12/29/2022,8:00,17:00,9.00,133.93
10019,December,12/29/2022,8:00,17:00,9.00,142.86
10020,December,12/29/2022,8:00,17:00,9.00,147.32
10021,December,12/29/2022,8:00,17:00,9.00,147.32
10022,December,12/29/2022,8:00,17:00,9.00,142.86
10023,December,12/29/2022,8:00,17:00,9.00,133.93
10024,December,12/29/2022,8:00,17:00,9.00,133.93
10025,December,12/29/2022,8:00,17:00,9.00,133.93
10001,December,12/30/2022,0:00,0:00,0.00,373.04
10002,December,12/30/2022,0:00,0:00,0.00,255.8
10003,December,12/30/2022,0:00,0:00,0.00,255.8
10004,December,12/30/2022,0:00,0:00,0.00,362.05
10005,December,12/30/2022,0:00,0:00,0.00,133.93
10006,December,12/30/2022,0:00,0:00,0.00,133.93
10007,December,12/30/2022,0:00,0:00,0.00,142.86
10008,December,12/30/2022,0:00,0:00,0.00,142.86
10009,December,12/30/2022,0:00,0:00,0.00,133.93
10010,December,12/30/2022,0:00,0:00,0.00,133.93
10011,December,12/30/2022,0:00,0:00,0.00,229.02
10012,December,12/30/2022,0:00,0:00,0.00,249.11
10013,December,12/30/2022,0:00,0:00,0.00,377.98
10014,December,12/30/2022,0:00,0:00,0.00,138.39
10015,December,12/30/2022,0:00,0:00,0.00,138.39
10016,December,12/30/2022,0:00,0:00,0.00,142.86
10017,December,12/30/2022,0:00,0:00,0.00,133.93
10018,December,12/30/2022,0:00,0:00,0.00,133.93
10019,December,12/30/2022,0:00,0:00,0.00,142.86
10020,December,12/30/2022,0:00,0:00,0.00,147.32
10021,December,12/30/2022,0:00,0:00,0.00,147.32
10022,December,12/30/2022,0:00,0:00,0.00,142.86
10023,December,12/30/2022,0:00,0:00,0.00,133.93
10024,December,12/30/2022,0:00,0:00,0.00,133.93
10025,December,12/30/2022,0:00,0:00,0.00,133.93
